EmployeeNumber,Name,Department,Education,EducationField,JobLevel,JobRole,MonthlyIncome,PerformanceRating,StudentFeedbackPercentage,FeedbackCount,PercentSalaryHike
536568,Giselle Pechard,2,1,5,1,9,64042,2,67.91,1,6
708298,Carey Stiddard,5,5,2,2,9,22115,5,82.66,1,0
464855,Immanuel Luxford,4,2,2,5,5,61209,1,92.49,1,16
839898,Tabor Peris,1,5,2,1,10,89757,3,38.8,1,20
20863,Tess Sandison,4,5,2,3,4,61424,1,87.77,1,17
648960,Land Carvil,5,1,2,3,3,329,3,63.71,1,2
931828,Randene Rodolf,2,5,5,5,5,6718,3,11.86,1,19
789858,Sax Cocklin,4,3,5,3,6,8256,1,48.73,1,11
991130,Shelia Haythorn,3,3,5,2,2,36388,5,94.45,1,11
904999,Cullin Flann,3,2,3,3,10,81369,1,63.92,1,0
217419,Ram Holsall,5,1,4,5,4,85140,1,4.57,1,14
33580,Halsy Hamblen,3,3,2,2,10,80244,5,72.14,1,9
268026,Kristo Moreland,5,3,1,3,3,22665,5,18.45,1,7
722604,Emmet Conquer,4,1,2,3,1,71474,3,23.58,1,4
514499,Christiana Livesley,5,2,3,1,8,68119,5,69.77,1,2
977635,Stanton Rivel,5,5,1,5,7,58323,2,18.04,1,3
721683,Julian Hewkin,5,1,2,5,3,44559,2,13.46,1,15
943127,Neysa Mingus,1,2,4,2,7,86194,2,32.51,1,17
754475,Harcourt Tomala,4,5,3,3,1,52253,3,29.41,1,14
189750,Rozanne Formie,1,4,3,4,7,18823,3,20.48,1,3
843445,Chick Laurenceau,2,2,3,3,7,89995,1,71.3,1,2
528506,Lulita Pyper,5,4,3,5,6,895,2,75.44,1,3
197577,Adolphe Songust,2,3,1,4,9,5293,4,70.61,1,1
312709,Upton Robberecht,2,1,4,2,10,27699,5,48.61,1,5
758089,Johannah Simonds,4,4,1,2,2,37618,2,39.23,1,9
852778,Angelita Mathely,3,1,3,2,6,61300,3,86.66,1,3
521827,Garner Donizeau,5,5,3,4,5,45823,4,76.58,1,16
281611,Tara Birtwisle,5,4,4,5,7,20912,5,25.94,1,16
107478,Orion Allery,4,5,3,1,7,27272,5,94.52,1,7
773560,Stefania Ferreira,1,2,2,1,9,5346,4,92.35,1,17
841975,Der Mattack,5,1,1,4,1,56381,3,77.12,1,3
776948,Royall De Meyer,4,4,2,1,5,77979,2,73.93,1,14
141321,Cornie Stanborough,1,5,4,3,5,1653,5,53.44,1,6
694142,Shani Vayne,4,2,5,4,1,67748,2,23.49,1,3
645105,Chrystel Musslewhite,4,3,5,2,6,24713,3,13.54,1,19
656001,Daron Haggarty,5,2,2,1,5,27212,4,26.3,1,4
214857,Karim Tweedell,5,3,4,5,5,1223,5,50.13,1,0
731972,Aldrich Kilbee,1,5,1,3,5,59061,1,11.88,1,16
445350,Silvain Fewtrell,2,2,5,5,9,67110,1,91.46,1,20
454176,Selinda Konzel,2,5,1,1,3,81100,3,15.32,1,1
271876,Hugh Kunat,2,4,2,5,7,47862,1,40.39,1,3
213891,Josepha Deary,3,5,4,4,10,5392,3,15.14,1,14
400681,Pedro Dable,4,2,4,4,8,71877,4,69.89,1,3
615816,Dyanne Woolerton,5,3,5,2,8,75556,4,76,1,1
124969,Phillipp Kiossel,3,2,2,2,8,53953,1,30.9,1,5
397887,Dolli Seamer,5,5,1,2,7,28055,5,72.68,1,8
328640,Drugi McMorran,3,2,5,5,10,5962,5,91.91,1,11
586661,Mile Phaup,1,4,2,1,6,74054,3,41.1,1,8
561276,Wyatan Ivanov,2,4,4,3,2,4124,4,88.72,1,12
758766,Osborn Ebdin,5,2,5,1,6,63371,4,82.4,1,5
387170,Cris McAlarney,2,1,5,2,2,65434,4,99.53,1,10
212529,Darci Cossar,3,1,3,5,4,74271,5,84.12,1,15
69380,Dominga Whitelaw,2,1,2,2,1,28154,1,35.43,1,18
842342,Ninnetta Pavlenkov,4,5,3,5,1,7825,3,2.8,1,18
265694,Terrance Edie,2,3,1,5,7,61462,1,31.58,1,17
563927,Scotty Flieger,1,5,4,1,9,69508,4,51.27,1,20
416494,Archibald Le Sarr,2,4,1,4,5,14368,5,15.29,1,19
214497,Vidovik Langeren,3,4,4,4,3,74883,3,68.65,1,20
847032,Worthington Feldhorn,5,1,4,1,5,38310,2,65.25,1,7
280633,Yettie Raxworthy,1,4,2,1,9,43477,1,29.87,1,19
394977,Kristoforo Spacie,3,2,3,3,3,63605,4,49.34,1,14
35037,Catlee Fores,4,5,1,2,8,29529,3,91.45,1,16
626130,Bernette Fricke,4,5,2,3,8,63279,2,30.57,1,6
388240,Grissel Hudspeth,5,1,5,3,1,85215,3,73.2,1,11
650430,Petronilla Blondelle,1,5,1,3,1,50234,1,81.37,1,11
552985,Waldon Arminger,5,2,2,1,8,63285,4,90.48,1,9
510632,Zondra Kinane,2,3,1,5,7,27040,3,54.98,1,2
998003,Katusha McCowan,2,4,2,3,3,29000,1,95.57,1,18
670503,Emlen Ahrens,4,1,2,5,1,87838,3,28.32,1,5
733028,Lucille Vuitte,5,5,1,1,8,69951,4,5.25,1,1
966419,Muhammad Hryncewicz,3,3,3,5,3,76013,2,37.02,1,5
971223,Lilllie Seebright,3,2,5,3,3,9028,3,39.76,1,15
75063,Rochelle Milroy,4,2,5,4,3,17813,1,86.56,1,15
273759,Loria Cella,5,4,3,4,7,35235,4,49.49,1,14
512614,Estel Woolaston,2,3,1,2,9,8404,2,93.51,1,20
459828,Cecilio Pinniger,2,4,2,2,7,87412,1,13,1,16
541101,Tore Gwilym,5,3,3,4,3,3301,1,49.38,1,10
497241,Millicent Burchill,3,2,2,5,6,11718,2,85.47,1,16
835416,Kristos Tye,5,5,1,5,8,78265,3,56.59,1,18
984172,Link Boseley,2,5,1,2,3,61022,1,24.05,1,3
952408,Kendrick Orteau,4,1,1,5,5,80458,4,4.61,1,12
923271,Paulie Ropert,2,2,2,5,9,55413,5,87.03,1,12
886164,Hildegarde Torrans,2,3,1,5,4,14205,3,80.63,1,15
944424,Chantal Bierling,4,1,4,1,10,20129,1,88.29,1,0
60883,Sue Dabinett,4,2,1,3,6,2974,2,49.18,1,10
3437,Heloise Dessent,1,3,4,4,6,6986,2,63.09,1,14
295037,Sidnee MacPadene,5,4,5,1,1,79071,5,51.37,1,14
827075,Morganica Dymick,4,2,5,2,2,59965,2,56.56,1,5
600941,Gerrilee Labadini,2,5,3,4,1,140,4,68.54,1,8
757720,Dode Kemmet,1,2,1,4,6,26678,3,22.49,1,8
585890,Bentlee Volker,3,2,2,4,5,82480,4,85.13,1,14
992445,Noni Motte,5,1,2,5,10,72077,5,38.73,1,12
541775,Charmine Lamplugh,5,5,1,1,9,35235,1,57.52,1,18
455594,Fedora Quakley,1,1,3,1,6,58516,5,40.94,1,8
31236,Anestassia Wearden,1,5,5,5,3,13796,2,93.95,1,0
369834,Phedra Daniel,4,4,5,3,2,25427,1,42.57,1,15
900616,Teodoro Stemp,4,3,4,3,2,35441,3,96.93,1,4
145127,Gwennie Rowcliffe,2,2,5,5,9,46531,4,90.81,1,8
207761,Putnam Stoke,2,1,4,2,3,41073,4,21.55,1,8
29620,Jorrie Richemont,3,4,1,5,4,22366,1,40.08,1,17
576120,Jerrold Gronauer,5,2,5,2,7,23991,4,94.43,1,10
288361,Evelyn Whaley,2,1,5,4,7,60253,4,83.97,1,1
481152,Geoffry Stilling,1,2,5,4,8,8495,4,92.7,1,15
548472,Cassius Sprakes,3,3,1,5,4,35039,4,95.59,1,15
504942,Charity Garstan,2,2,3,5,5,48626,3,21.07,1,20
72395,Claresta Whyberd,1,3,3,3,6,25380,5,15.35,1,0
172766,Gwenette Oertzen,5,5,5,1,7,55257,3,0.76,1,16
282940,Cirstoforo Forth,2,5,2,1,5,231,3,46.45,1,9
43149,Basilio Berrecloth,3,5,4,5,4,78587,3,87.58,1,0
190972,Timmy Roby,4,5,5,1,1,70935,3,25.34,1,8
384090,Mickie Gawne,2,2,3,1,3,7217,4,72.66,1,0
759141,Alicea Feckey,4,3,1,1,2,8727,1,66.16,1,5
888437,Ebba Kemwall,2,3,2,1,6,25530,1,36.2,1,2
919183,Sheilah Teenan,4,1,4,4,3,75597,2,35.46,1,7
44234,Corrina Spivey,3,4,5,2,3,16441,3,74.57,1,4
33489,Edythe Whaplington,4,4,4,3,4,4771,2,61.38,1,12
512237,Boigie Matthiesen,5,1,4,3,2,50604,2,42.51,1,4
802731,Nataline Mahoney,5,5,2,5,6,70134,5,47.97,1,7
647434,Cynthy Brahan,4,2,2,1,8,47846,5,60.08,1,10
437547,Allin Brafield,3,1,4,3,9,22303,2,30.9,1,0
402227,Amandie Tiebe,5,3,2,3,7,22793,5,10.72,1,10
400851,Charita Plunkett,2,2,4,4,4,21722,1,64.05,1,4
183100,Katti Axleby,5,1,3,5,2,50292,2,94.08,1,7
954308,Wilfred Carvell,5,4,2,1,10,51643,1,98.63,1,17
112789,Brinn Sicily,2,1,2,3,7,80701,4,52.87,1,13
96461,Aldon Sillars,2,1,1,1,9,21328,3,52.56,1,14
539266,Xenia Godbold,1,1,2,5,3,4435,2,60.41,1,15
729519,Aryn Ingerfield,5,2,2,4,8,64777,5,13.92,1,19
805484,Gerianne Ciccarello,1,3,4,4,2,2156,1,94.09,1,0
695062,Adah Dinnies,4,1,3,4,1,33692,5,66.53,1,16
782103,Andromache Millett,3,4,3,1,5,89135,5,46.1,1,17
591881,Brok Hatchard,1,1,3,3,10,81042,4,55.28,1,10
217998,Alli Waddingham,1,5,5,1,8,20882,4,66.92,1,20
277939,Malorie Kidds,4,2,4,3,4,12071,5,52.39,1,7
653357,Evania Lorie,2,5,3,2,5,52592,5,57.09,1,14
123265,Celinda McCambrois,3,3,4,4,4,72736,5,25.82,1,14
812391,Boothe Rumbelow,2,3,4,1,4,86587,2,99.47,1,16
60628,Laney Whitechurch,3,2,1,3,3,70135,2,80.7,1,16
670677,Cyrill Pirt,2,4,2,4,3,26785,5,22.33,1,2
882477,Marcelia Ilden,2,1,5,3,5,38372,1,97.01,1,14
976094,Levey Crimin,5,2,4,4,7,10344,4,3.88,1,8
714791,Allan Twitty,1,4,3,5,6,15187,2,62.64,1,13
140810,Arlen Flacknoe,2,4,1,2,1,35641,4,27.66,1,20
467858,Pammi Rantoul,4,5,4,2,1,35397,2,1.99,1,1
468119,Larry Peterken,2,2,1,3,1,48275,3,34.23,1,2
461009,Carlina Wyburn,2,2,2,2,1,69521,2,95.62,1,1
290996,Kala Blomfield,2,4,1,3,7,1786,3,4.9,1,15
667266,Cacilie Kenninghan,4,4,1,1,10,57849,4,92.77,1,1
430498,Aaron Gothliff,3,5,2,1,10,18399,2,78.46,1,5
557839,Patrice Masterson,2,3,5,3,1,88452,2,79.44,1,13
345306,Carmina Brandes,4,4,3,5,2,30155,4,28.44,1,20
517283,Gasper Wiggin,4,1,5,2,1,2278,3,86.63,1,5
309930,Zena Smorthwaite,3,2,5,5,7,12176,1,5.77,1,12
624245,Lem Batchelder,4,5,2,4,5,64418,1,85.86,1,0
308329,Dunstan Sreenan,2,1,1,1,1,80827,1,86.43,1,3
76168,Dilly Matanin,5,5,3,4,6,9881,2,34.35,1,2
169727,Carola Duplan,4,5,2,5,3,35265,2,33.49,1,4
678047,Izabel Frackiewicz,1,4,3,2,7,74574,4,3.43,1,4
860439,Isis Densie,4,1,2,4,6,67194,1,99.1,1,5
906703,Jacquie Blunn,5,3,4,2,6,22686,3,60.11,1,7
977725,Gary Woodfin,2,1,1,4,10,27811,3,74.93,1,18
208523,Charleen Piggford,3,4,3,5,6,707,3,34.91,1,2
296157,Roberta Warrell,2,1,2,5,5,75450,4,38.16,1,1
852014,Chadwick Iddison,3,1,5,3,10,72475,1,48.83,1,4
84590,Liza Carbonell,3,4,1,3,5,1133,5,14.19,1,15
997462,Gaelan Portch,5,3,1,1,4,59113,4,72.67,1,9
820573,Mathew Loughran,2,3,3,2,7,19547,1,11.93,1,3
350600,Ida Tracey,4,1,5,3,8,78677,4,51.78,1,3
757259,Isac Skeat,1,1,2,4,7,47559,2,72.62,1,1
387114,Clarie Coleford,4,5,1,2,5,11818,2,77.17,1,2
67965,Aurora Angeli,2,2,4,4,9,72480,3,68.05,1,20
282509,Hakeem Kattenhorn,3,1,5,1,7,15332,5,49.23,1,18
536787,Hillier McDonogh,1,4,3,1,5,77762,4,98.57,1,17
490620,Chaim Ettery,1,5,4,4,9,76736,5,72.99,1,13
681670,Morgen Cursons,5,5,2,5,8,1378,5,42.6,1,10
345625,Piotr Oman,5,5,3,5,8,57559,5,13.34,1,6
795873,Babb Standbrooke,1,2,1,3,9,67380,2,6.85,1,6
188945,Patrica Milius,5,4,4,3,7,66625,1,95.68,1,9
284077,Shelley Scowcroft,2,1,2,1,3,67900,4,21.34,1,18
732651,Nichole Weekland,4,3,2,1,4,8788,3,98.78,1,5
172909,Beverly Bulford,5,1,2,4,2,64298,1,96.56,1,1
119586,Benedikt Culwen,4,4,3,1,7,86901,1,47.1,1,2
898427,Uta Foxcroft,2,2,4,2,1,15385,4,25.54,1,9
216651,Rossy Steketee,4,4,5,4,7,80279,2,99.7,1,2
920641,Jo-ann Anscott,1,4,3,2,7,69697,2,58.71,1,1
140557,Minetta Ethington,4,5,5,1,9,79268,2,49.59,1,6
759476,Linc Le Blond,3,3,5,4,5,19519,5,88.53,1,14
600067,Marleen Melby,4,5,1,5,2,11176,1,27.01,1,5
744419,Rickie Timson,3,2,1,4,7,62617,1,13.86,1,7
990969,Camille Maccrae,3,5,1,2,3,17016,4,26.75,1,10
382019,Donavon Mougin,5,2,2,1,8,1528,3,2.04,1,1
535017,Kassi Sommerton,1,2,5,1,2,55179,3,3.53,1,17
794963,Trisha Rasell,1,5,3,3,3,57088,5,69.28,1,4
895238,Donnamarie Spatig,2,5,1,4,3,63249,2,67.6,1,3
907884,Cordie Fossick,1,3,1,1,4,45580,5,30.76,1,4
124422,Irving Hinkens,1,3,5,3,10,1330,3,52.16,1,19
857205,Mirelle Sommerland,4,1,2,5,9,53260,5,47.94,1,14
171965,Carlina Rusk,4,2,4,5,10,7417,5,67.07,1,20
303672,Leigh Cotesford,2,4,5,2,5,35411,5,96.6,1,15
978942,Janeen Maybery,4,4,5,1,10,60641,2,51.12,1,3
108942,Iolanthe Bonome,2,2,4,5,2,84418,1,90.42,1,8
169832,Moina Mannie,4,1,1,5,3,52905,5,7.49,1,13
202753,Jemimah Monan,3,4,2,1,3,52118,2,87.83,1,18
930024,Millie Avramow,2,5,2,4,2,61756,5,7.05,1,2
414467,Dwain Demchen,2,4,2,5,5,2839,2,49,1,3
86740,Jaye Garlicke,3,3,3,5,10,30209,3,28.78,1,4
554785,Lalo Pendlington,5,5,5,5,5,29528,5,87.59,1,9
874868,Andie Petrina,1,3,3,2,5,50410,2,2.66,1,8
420355,Laurette Lilleycrop,4,4,2,5,1,58349,2,44.08,1,20
903971,Fletch Goodliff,5,2,2,1,7,6239,2,73.9,1,11
858079,Roobbie Elmer,5,3,4,1,7,75349,1,63.56,1,3
220798,Leisha Gerritsma,5,1,5,5,9,8930,5,66.82,1,3
502674,Nikolai Duckit,3,1,2,4,4,68747,3,33.67,1,12
437432,Berton Saiens,1,3,2,2,3,46794,3,17.22,1,13
333761,Melloney Bellham,1,3,2,5,8,81769,3,51.18,1,12
702518,Wilona Berrill,5,4,5,2,7,80490,5,24,1,9
249143,Montgomery Gayton,2,2,2,2,1,33616,1,11.98,1,0
246924,Eugenius Fick,4,3,3,1,7,61941,4,32.2,1,2
763970,Henryetta De Dantesie,5,3,2,1,2,49254,1,27.86,1,0
928048,Kirk Jury,3,2,2,1,1,51972,5,65.56,1,8
442215,Hillery Tossell,4,5,3,5,4,61212,4,14.96,1,10
991270,Kay Riceards,1,4,5,2,7,71257,3,86.45,1,14
899022,Carri Melbourne,3,2,5,4,7,32228,1,60.39,1,2
171222,Maryanna Westmacott,2,1,2,2,2,79039,1,24.42,1,8
758459,Carla Addams,2,4,3,3,6,14890,3,81.98,1,13
843982,Linn O'Cullinane,1,3,2,5,3,81728,3,69.95,1,9
476260,Allene Scoates,2,2,4,4,3,71807,3,61.23,1,18
539054,Kearney Salzberger,2,3,2,3,6,18506,3,52.54,1,3
528019,Alexandrina Diehn,4,1,4,5,3,75618,5,60.57,1,9
973765,Angel Syrett,4,2,5,2,4,84318,1,34.99,1,10
533210,Gypsy Mattholie,4,1,3,2,8,83096,5,22.14,1,2
564748,Charisse McLafferty,3,4,4,3,10,43672,1,83.38,1,12
54798,Alyson Neeves,3,3,3,1,9,36804,3,64.84,1,15
504199,Cacilie Chippin,4,3,3,5,5,20916,3,69.13,1,10
368472,Lana Goolden,3,3,1,1,3,60309,5,3.56,1,13
629661,Tamar Lambricht,4,2,4,2,6,73607,2,5.6,1,7
454491,Rosaline Heatley,2,3,2,2,5,12224,5,49.97,1,20
819551,Anders McNeely,2,1,3,3,5,88493,2,91.59,1,5
150549,Shepperd Player,5,2,3,4,1,67244,1,86.84,1,10
357396,Emogene Dechelette,5,4,1,2,10,1644,2,13.83,1,5
71464,Erminia Lung,2,3,5,2,1,49895,1,52.99,1,8
365365,Gertruda Dugmore,3,1,1,4,1,23438,4,22.21,1,3
511624,Prescott Cana,3,5,3,3,4,26394,3,77.58,1,6
772040,Almeria Sandells,5,4,1,3,7,79296,2,33.38,1,5
339677,Delmore De Malchar,4,4,1,2,1,33932,4,45.73,1,20
439395,Scottie Remington,5,3,2,2,9,38924,1,46.51,1,15
846501,Henrietta Bertolaccini,2,1,1,5,5,11539,5,46.87,1,10
322100,Kimmi Ferguson,4,1,3,2,7,58986,5,4.48,1,15
840927,Walther Cann,2,1,1,5,4,89371,4,72.84,1,3
147175,Ravi Rattray,4,2,3,5,9,16923,4,1.66,1,13
452125,Denise Shewan,3,2,3,5,10,55357,2,43.54,1,19
817440,Gottfried Minero,5,3,4,3,8,23878,2,61.9,1,10
884106,Kriste Sumsion,5,2,1,3,4,84782,4,15.35,1,6
883237,Hashim Hattigan,4,5,2,5,5,65216,4,17.52,1,13
516133,Alanson Seilmann,4,2,1,3,6,47953,1,81.86,1,15
243966,Rita Blaymires,1,3,1,2,8,1431,2,73.25,1,16
493036,Catha Drowsfield,4,4,1,4,1,31741,3,83.58,1,0
511190,Jerry Prothero,2,1,2,3,10,64476,5,92.71,1,1
696713,Claribel Feaster,5,4,2,4,8,28211,4,27.53,1,13
913421,Cointon McKibbin,1,2,5,4,4,6581,4,36.62,1,18
729483,Brita Manton,3,1,3,4,5,20586,5,36.81,1,3
228014,Veronica Houlison,2,2,3,2,6,33814,5,42.31,1,4
490343,Querida Lelievre,3,4,4,5,5,15933,4,77.11,1,20
941513,Deane Langworthy,3,1,3,4,1,22323,1,79.39,1,15
905633,Ewart Clews,5,2,4,3,7,28343,3,1.75,1,2
248000,Larine Van der Daal,2,1,3,1,7,40330,2,31.44,1,6
272222,Barr Scheffel,1,3,3,5,3,20737,3,53.95,1,8
478555,Wiatt Sailer,4,3,2,3,4,59197,1,84.78,1,6
135409,Shay Jedrychowski,4,2,5,1,4,48304,2,92.93,1,15
419673,Kayne Aylward,3,2,5,5,4,58677,4,54.55,1,3
602396,Alic Verma,4,2,2,3,2,11115,5,70.96,1,18
208701,Pattie Gabey,1,4,5,5,2,83926,4,57.28,1,9
946145,Beau Levett,2,1,5,4,9,74985,5,79.05,1,18
311757,Ketti Binns,4,2,3,2,1,75270,4,68.53,1,17
454585,Laetitia Blackburne,3,4,4,5,4,13482,4,3.44,1,1
641891,Shae aManger,1,4,4,4,2,66997,1,44.96,1,19
862434,Harbert Rodenhurst,2,4,4,2,8,87791,4,46.37,1,7
828663,Fancie Shelp,3,1,1,2,9,7115,5,62.41,1,9
105596,Emanuel Lohoar,3,5,2,5,2,74752,1,28.17,1,16
930361,Celestina Leggitt,4,1,5,4,6,86618,3,99.3,1,6
478735,Rudiger Slemmonds,2,1,3,5,5,56256,3,93.6,1,5
844717,Jammie Arundel,5,2,2,2,1,34400,2,30.46,1,2
443348,Dewitt Goodsell,3,2,1,5,9,14107,1,32.41,1,17
481551,Trudy Lethbury,1,5,2,3,9,53133,2,26.98,1,3
866011,Derby Critchell,2,4,1,5,3,61862,1,29.31,1,9
346735,Cobby Hamshaw,1,1,3,4,4,5864,4,91.91,1,3
42423,Barrie Batman,5,5,1,2,6,20962,5,94.23,1,16
583725,Shena deKnevet,2,5,4,5,2,53111,5,29.68,1,16
719992,Lyon Janas,2,1,1,2,3,6906,4,47.25,1,11
942022,Adrian Brydson,1,3,5,3,8,11926,2,2.68,1,0
228996,Rodrique Guiet,1,4,3,3,3,56974,2,40.69,1,0
887838,Leonanie Babbs,5,5,1,3,8,46874,3,18.04,1,18
679535,Izabel Copeland,1,5,4,2,3,77539,2,36.89,1,5
445863,Kiersten Bazley,5,4,5,3,6,14961,3,15.36,1,10
930822,Eadmund Isacq,2,2,3,2,6,8645,3,26.46,1,8
618309,Kayley Langley,2,5,4,3,10,88219,5,77.86,1,4
457155,Friedrich Casley,3,4,5,1,9,21984,5,99.62,1,16
482853,Mahalia Sandwith,4,4,3,3,9,61174,4,74.24,1,5
732428,Selig Cossar,4,5,4,2,5,71724,3,55.63,1,18
148081,Alvira Alway,3,5,2,2,7,63679,2,21.16,1,10
422266,Merridie Serjeantson,1,5,5,5,8,36285,5,74.59,1,9
659575,Caleb Whetton,1,5,2,4,9,52320,3,97.08,1,1
323591,Babbie Pozzo,3,4,5,4,9,80747,3,98.61,1,2
93155,Miran McConville,3,4,2,3,6,84478,3,25.9,1,15
673803,Ayn Hann,4,2,2,2,10,7043,2,79.9,1,3
130998,Etta Franks,4,5,5,1,4,52275,4,38.71,1,10
714570,Liane Applebee,1,2,4,5,8,86621,3,72.47,1,15
706577,Ami Dowrey,4,5,3,5,3,22569,3,79.8,1,8
525752,Butch Crafter,3,3,1,1,4,317,2,81.45,1,11
986141,Lotti Washbrook,3,3,2,3,6,81168,4,25.95,1,13
267192,Libbie Emanueli,2,3,5,4,9,46157,4,99.16,1,3
728992,Byram Dodds,5,1,2,4,1,65100,3,52.09,1,1
166299,Jenni Langeren,1,3,5,1,8,50992,1,73.43,1,7
968944,Ekaterina Sacase,3,4,2,1,1,5652,1,96.25,1,3
113013,Myles Tschersich,4,3,2,2,7,32773,5,82.9,1,4
379815,Giselle Tetsall,4,3,2,1,6,81460,4,23.42,1,20
249181,Luelle Durward,2,3,2,4,9,39899,4,14.56,1,9
686154,Jenine Hubatsch,5,2,2,1,8,23191,3,45.06,1,8
843506,Ganny Burgher,1,4,2,1,8,82309,2,30.43,1,7
223974,Alvis Blindmann,2,2,2,1,5,26675,3,13.77,1,3
741258,Audie Goodluck,2,5,3,3,10,22855,5,29.16,1,3
601856,Harvey Jerche,4,1,5,1,10,60180,1,98.04,1,16
836694,Garvy Silvers,5,2,5,2,6,49543,2,15.82,1,5
421116,Haily Rehor,4,3,5,3,3,38306,2,56.95,1,8
251573,Vanya Corkett,2,2,1,2,7,17880,1,12.15,1,6
120121,Lavena Cellone,3,4,2,5,2,84754,4,25.24,1,18
590998,Lucretia Abercromby,2,4,4,4,9,62727,3,15.64,1,11
488136,Nyssa Lempke,4,4,3,1,2,76364,1,8.16,1,1
647497,Darwin Vouls,4,3,2,1,5,61754,5,36.61,1,5
844823,Gerri Juden,1,4,5,5,2,8300,2,62.49,1,10
488788,Jaime Bampkin,1,5,3,5,3,79432,5,14.23,1,12
404950,Chickie Mamwell,1,3,4,3,3,69311,4,19.92,1,8
342205,Alan Feathers,3,2,4,4,5,81874,2,65.14,1,4
834699,Cindelyn Goulston,1,2,2,4,10,54821,3,84.52,1,1
867052,Lissi Seiler,5,2,2,3,6,70448,1,56.66,1,10
784177,Barbabas Prince,3,5,2,5,7,66885,3,69.74,1,8
509263,Dunn Duiguid,3,1,4,3,8,51890,4,15.16,1,14
52529,Ula Tucknott,2,4,5,5,4,15600,3,1.48,1,5
12483,Dolli Oughton,2,1,1,1,1,33926,3,69.04,1,4
798643,Carolina Stalley,1,3,3,3,6,22124,3,47.98,1,6
808944,Reagan Swine,3,3,2,1,1,71948,5,25.45,1,14
442506,Vincents Dot,3,5,5,5,6,46959,5,32.08,1,18
18038,Nappie Leyrroyd,3,5,2,2,4,16449,4,33.51,1,20
185930,Camel Janota,3,4,5,2,5,69725,5,57.57,1,4
17139,Jaquenette Merryfield,4,4,1,2,10,30978,3,75.77,1,12
364288,Kaiser Munby,1,5,2,2,3,77369,4,50.77,1,9
827818,Keary Rockwell,5,3,4,3,6,24134,3,51.25,1,8
689272,Laurel Ungerechts,1,3,1,3,7,36795,1,40.03,1,5
431957,Fay Ballendine,5,2,1,1,1,39087,3,54.1,1,1
291489,Joyan Vasilchikov,3,2,3,4,7,52279,4,50.99,1,16
248015,Claudine Beddow,4,2,3,2,10,52087,5,64.32,1,20
693977,Melitta Ramelet,4,2,2,2,10,49100,3,71.06,1,19
230423,Rand Jonke,5,2,4,4,4,20760,1,13.3,1,14
967295,Otha Romei,2,2,4,1,6,32813,2,99.44,1,13
197819,Michail Findlow,2,2,3,5,1,24985,4,50.72,1,7
919358,Charline D'Cruze,2,4,2,1,7,25748,5,70.52,1,17
997090,Fayette Whithorn,5,4,2,1,4,42978,3,56.78,1,10
331449,Pavel Meikle,1,5,5,2,5,60999,3,7.22,1,2
104164,Helyn Skevington,5,1,2,2,4,43244,4,28.45,1,11
800073,Christalle Matfin,3,3,4,3,4,73577,2,38.06,1,7
592277,Hatti Fedynski,1,2,4,3,3,60429,3,76.3,1,1
901701,Cybil Milier,5,1,3,2,8,25808,3,28.75,1,8
741879,Nelli Espie,1,4,1,4,7,88194,3,70.93,1,5
847977,Euell Furman,1,2,4,4,4,62026,4,49.71,1,17
401878,Brennen Payton,5,3,1,2,5,25721,1,7.75,1,7
59803,Wes O'Keenan,4,1,3,5,3,31352,5,8.39,1,0
871448,Delcina Binstead,3,2,1,4,5,31411,4,77.75,1,9
108698,Auberta Pantling,5,1,5,4,1,87723,4,27.52,1,16
649966,Kinny Poulton,3,1,2,4,3,33854,1,92.74,1,19
599649,Holli McGillreich,2,4,1,2,5,37804,3,17.3,1,6
74668,Halsey Reiach,3,4,4,3,9,13590,5,82.37,1,1
950244,Kirsteni Franceschelli,5,3,4,3,3,34353,4,89.92,1,12
15515,Sibby Belliveau,4,5,3,5,9,62340,1,53.64,1,12
482928,Morgana Gwillym,1,1,4,2,1,72340,5,29.66,1,20
601012,Aundrea Crate,3,2,2,3,5,25267,4,42.72,1,12
35849,Estell Conradie,2,3,2,3,2,22231,2,40.83,1,19
802218,Estevan Pinck,5,4,3,2,6,34786,3,36.39,1,13
628053,Isabelita O' Neligan,1,1,5,2,2,82736,5,26.17,1,19
139945,Torie Valadez,2,3,4,3,10,45164,2,62.65,1,8
555750,Alfi Flanagan,3,3,1,3,6,13131,4,3.39,1,1
733157,Nanci Boscott,5,2,1,2,7,63038,5,95.49,1,8
607739,Mannie Pilcher,2,5,3,4,3,23912,4,54.43,1,8
24309,Reinwald Devote,3,5,4,4,3,64839,5,0.63,1,4
996996,Page Corneil,2,3,2,2,6,60438,1,45.25,1,18
45994,Rachele Kemshell,5,1,1,5,10,69244,3,5.22,1,12
545939,Harold Joire,2,4,5,2,8,17557,4,43,1,16
656617,Rutherford Ring,1,5,4,5,3,25245,3,91.25,1,20
13421,Antoni Stratiff,4,3,5,5,1,68960,5,66.64,1,16
991513,Sarita Rosson,5,5,1,5,5,14645,3,42.69,1,2
167634,Millie O' Driscoll,1,5,2,2,5,48673,4,29.31,1,18
945679,Cal Stratford,4,2,2,4,6,56992,5,46.87,1,9
92591,Jermaine Impey,2,3,1,1,1,88630,5,98.02,1,14
690675,Keelia Walczynski,2,3,2,5,3,84992,5,11.19,1,20
